record_number,application_number,application_type,uprn,category,location,proposal,received_date,received_complete_date,expiry_date,committee_date,gridref_east,gridref_north,site_area,site_area_hec,delegated_committee,Expr1016,Expr1017,old,notice_date,status_code,dbo_pla_planning_appeal_number,pla_stats_majmin,consults_expiry_date,pla_enviro_stat_req,pla_corr_total_object,pla_corr_total_no_object,pla_corr_total_comment,dbo_lookup_decision_codes_decision_description,dec_maker_desc,dbo_lookup_stats_site_details_description,dbo_lookup_stats_type_description,ward_description,dbo_apl_appeal_appeal_number,dbo_lookup_apl_decisions_decision_description,name
15412,13/10234,FUL,,CMW,Newbourne Farm Rockbourne Fordingbridge SP6 3NT,Retrospective application for the construction of a track and alterations to existing access for use in conjunction with green waste processing and composting operations,21/02/2013,21/02/2013,18/04/2013,23/05/2013,410921,118714,0.15,0.15,D,Delegated by officer,Granted,,23/05/2013,,,MAJ,29/03/2013,,,,,Granted,Delegated by officer,Extension to area of existing site,Composting,Fordingbridge,,,Jerry Davies Planning Consultancy
15413,BDB/77747,REL,,CMW,Manor Farm Monk Sherborne Tadley RG26 5HW,Variation of condition 9 (Site Layout) and 10 (to allow screening activities) of planning permission BDB/75626,18/02/2013,21/02/2013,18/04/2013,18/06/2013,460866,155670,7676,0.7676,D,Delegated by officer,Granted,,29/07/2013,RCD,,MAJ,04/11/2013,,,,,Granted,Delegated by officer,Variation of condition(s),Recycling Plans for Secondary Aggregates,Calleva and Kingsclere,,,SLR Consulting Ltd
15414,BDB/77780,FUL,,CMW,Sherfield-on-Loddon Sewage Treatment Works Mill Lane Sherfield-on-Loddon Hampshire RG27 0DJ,To install and operate an equipment kiosk part of an upgrade,25/02/2013,27/02/2013,24/04/2013,05/04/2013,467758,158670,72,0.0072,D,Delegated by officer,Granted,,05/04/2013,,,MAJ,02/04/2013,,,,,Granted,Delegated by officer,Other,Treatment,Calleva and Kingsclere,,,Black & Veatch Ltd
15415,13/00233/HCC,VAR,,CMW,Taurus Waste Recycling Ltd Unit 4 Stubbs Industrial Estate Hollybush Lane Aldershot Hampshire GU11 2PX,Variation of condition 4 of Planning Permission 99/00316/CMA (increase height of stockpiles),28/02/2013,25/03/2013,20/05/2013,16/05/2013,488464,152402,750,0.075,D,Delegated by officer,Granted,,17/05/2013,,,MAJ,02/05/2013,,,,,Granted,Delegated by officer,Deepening of working or other changes to existing site,Treatment,Aldershot West,,,Patrick Johnston Associates Ltd
15416,13/00234/HCC,VAR,,CMW,Taurus Waste Recycling Ltd Unit 4 Stubbs Industrial Estate Hollybush Lane Aldershot Hampshire GU11 2PX,Variation of condition 3 of Planning Permission 93/00703/CMA (increase height of stockpiles),28/02/2013,25/03/2013,20/05/2013,16/05/2013,488464,152408,1647,0.1647,D,Delegated by officer,Granted,,17/05/2013,,,MAJ,02/05/2013,,,,,Granted,Delegated by officer,Variation of condition(s),Incineration with Energy Recovery,Aldershot West,,,Patrick Johnston Associates Ltd
15417,13/00232/HCC,VAR,,CMW,Taurus Waste Recycling Ltd Units 3 Stubbs Industrial Estate Hollybush Lane Aldershot Hampshire GU11 2PX,Variation of condition 1 of Planning Permission 98/00277/CMA (increase height of stockpiles),28/02/2013,25/03/2013,20/05/2013,16/05/2013,488474,152367,913,0.0913,D,Delegated by officer,Granted,,17/05/2013,,,MAJ,02/05/2013,,,,,Granted,Delegated by officer,Variation of condition(s),Transfer Station,Aldershot West,,,Patrick Johnston Associates Ltd
15419,13/00621/CMA,FUL,,CMW,Down Farm Alton Road Odiham Hook RG29 1QX,Extension of existing green waste recycling facility through the provision of an additional hardstanding increase in the total amount of green waste and compost from 1000 cubic metres to 1250 cubic metres,04/03/2013,07/03/2013,02/05/2013,13/03/2013,473116,149176,0.47,0.47,D,Delegated by officer,Granted,,06/06/2013,,,MAJ,12/04/2013,,,,,Granted,Delegated by officer,Extension to area of existing site,Composting,Odiham,,,LPC (Trull) Ltd
15420,NMA/2013/0057,NMA,,CCN,Park Community School Middle Park Way Havant PO9 4BU,Non Material Amendment - Updated Elevations following value engineering exercise to simplify brise soleil window fenestration also updated,28/02/2013,04/03/2013,01/04/2013,,470391,108211,59305,5.9305,,Delegated by officer,Granted,,28/03/2013,RCD,,min,,,,,,Granted,Delegated by officer,,,Bedhampton and Leigh Park,,,Property Business and Regulatory Services
15429,13/00800/HDCR3,FUL,,CC,Lyde Green Farm Lyde Green Rotherwick Hook RG27 9BH,Concrete panelled silage clamp,12/03/2013,12/03/2013,07/05/2013,09/05/2013,471132,157224,66.62,66.62,D,Delegated by officer,Granted,,09/05/2013,,,MIN,09/05/2013,,,,,Granted,Delegated by officer,,,Odiham,,,Property Services
15443,P/13/0282/CC,FUL,,CC,Titchfield Primary School Southampton Road Titchfield Fareham PO14 4AU,Demolition of existing temporary classroom separate to main school building construction of a two classroom extension to the main school building in place of demolished classroom,20/03/2013,25/03/2013,20/05/2013,08/05/2013,453880,106089,338,0.0338,D,Delegated by officer,Granted,,09/05/2013,,,MIN,01/05/2013,,,,,Granted,Delegated by officer,,,Fareham Titchfield,,,HCC Property Services
15445,13/00661/CMAN,FUL,,CMW,A303 Recycling facility Barton Stacey Hampshire SO21 3QS,Application for new office accommodation car and cycling parking with associated landscaping,22/03/2013,25/03/2013,20/05/2013,11/06/2013,444051,142795,5337,0.5337,D,Delegated by officer,Granted,,11/06/2013,RCD,,MAJ,01/05/2013,,,,,Granted,Delegated by officer,On site manufacturing or ancillary operations/uses,Materials Recovery/Recycling (other than,Test Valley Central,,,Raymond Brown
15446,13/00687/HCS,FUL,,CC,Kingsworthy Primary School Church Lane Kingsworthy Winchester SO23 7QS,Expansion of Kings Worthy Primary School by half a form of entry to a two form entry Primary School (three classroom extension) including removal of two classroom temporary buildings (previous application 12/00846/HCS),22/03/2013,25/03/2013,20/05/2013,20/05/2013,449237,132932,1006,0.1006,D,Delegated by officer,Granted,,20/05/2013,RCD,,min,01/01/2014,,,,,Granted,Delegated by officer,,,Itchen Valley,,,Property Services
15449,13/00006/CC3,FUL,,CC,Park View Infant School Pinkerton Road Basingstoke Hampshire RG22 6RT,Supply deliver and erect one temporary pre-school nursery modular building which will incorporate facilities for the teaching of impaired hearing pupils,25/03/2013,25/03/2013,20/05/2013,10/07/2013,461171,150938,158,0.0158,D,Delegated by officer,Granted,,10/07/2013,,,MIN,02/05/2013,,,,,Granted,Delegated by officer,Other,Other County Matter,Basingstoke North West,,,Property Services
15450,22025/011,FUL,,CC,Bordon Infant School Budds Lane Bordon Hampshire GU35 0JB,Supply deliver and erect one single modular temporary classroom to provide an extra general teaching space for the education of primary school children,25/03/2013,25/03/2013,20/05/2013,13/05/2013,479427,135817,78,0.0078,D,Delegated by officer,Granted,,14/05/2013,,,MIN,02/05/2013,,,,,Granted,Delegated by officer,Other,Other County Matter,Bordon Whitehill and Lindford,,,Property Services
15451,13/00734/HCCRG3,FUL,,CC,The Bungalow Penny Hill Caravan Site Blackwater Camberley GU17 9LT,Change of use of part of warden's bungalow to provide provision of space for community facilities.,25/03/2013,25/03/2013,20/05/2013,13/05/2013,481480,158655,38,0.0038,D,Delegated by officer,Granted,,14/05/2013,,,MIN,08/05/2013,,,,,Granted,Delegated by officer,,Other County Matter,Yateley East Blackwater and Ancells,,,Property Services
15453,13/00038/CC3,FUL,,CC,Great Binfields Primary School Binfields Farm Lane Chineham Basingstoke RG24 8AJ,Supply deliver and erect one double modular temporary classroom with toilets to provide two extra general teaching spaces for the education of primary school children,25/03/2013,25/03/2013,20/05/2013,17/05/2013,466034,154217,153,0.0153,D,Delegated by officer,Granted,,20/05/2013,,,MIN,02/05/2013,,,,,Granted,Delegated by officer,Other,Other County Matter,Loddon,,,Property Services
15460,P/13/0328/CC,FUL,,CC,Crofton Anne Dale County Junior & Infant School Cuckoo Lane Fareham Hampshire PO14 3PH,Construction of a flat roofed single storey extension comprising a classroom small office and draught lobby linking from existing Scola III building,27/03/2013,27/03/2013,22/05/2013,14/05/2013,455120,103024,2.5,2.5,D,Delegated by officer,Granted,,15/05/2013,,,MIN,08/05/2013,,,,,Granted,Delegated by officer,,,Fareham Crofton,,,Property Services
15461,P/13/0325/CC,VAR,,CC,Swanwick Lodge Glen Road Swanwick Southampton SO31 7HD,Variation of condition 1 of planning permission P/10/0548/CC to extend the time to commence development by a further 3 years,28/03/2013,02/04/2013,28/05/2013,17/05/2013,450690,109475,141,0.0141,D,Delegated by officer,Granted,,17/05/2013,,,MIN,09/05/2013,,,,,Granted,Delegated by officer,,,Fareham Sarisbury,,,Property Services
15462,13/00771/HCS,VAR,,CC,Bishops Waltham Depot Botley Road Bishops Waltham SO32 1DR,Variation of condition 6 of Planning Permission12/01577/HCS (Removal of existing trees and replace by four new trees),28/03/2013,28/03/2013,23/05/2013,13/05/2013,454482,116335,540,0.054,D,Delegated by officer,Granted,,14/05/2013,,,,06/05/2013,,,,,Granted,Delegated by officer,,,Bishops Waltham,,,Property Services
15464,NMA/2013/0100,NMA,,CC,Warblington School Southleigh Road Havant PO9 2RR,Non Material Amendment to construct one synthetic turf pitch (97.5 x 61.5m) with eight 15m high floodlights 4m high green weldmesh ball stop fencing and associated drainage,28/03/2013,03/04/2013,01/05/2013,24/04/2013,,,,,D,Delegated by officer,Granted,,30/04/2013,RCD,,min,17/04/2013,,,,,Granted,Delegated by officer,,,,,,Property Business and Regulatory Services
15467,P/13/0320/CC,VAR,,CMW,Sita UK Ltd Enterprise Park Military Road Fareham Hampshire PO16 8TU,Variation of condition 7 of Planning Permission P/12/0611/CC (to extend the operation hours of the wood chipper),02/04/2013,05/04/2013,31/05/2013,31/05/2013,459131,106985,26590,2.659,D,Delegated by officer,Granted,,31/05/2013,,,MAJ,14/06/2013,,,,,Granted,Delegated by officer,Variation of condition(s),Other County Matter,Fareham Town,,,SITA UK
15468,13/00248/HCC,FUL,,CMW,12 Eelmoor Road Farnborough Hampshire GU14 7QN,Change of use to a Waste Transfer Station,28/03/2013,05/04/2013,31/05/2013,31/05/2013,485879,154695,0.5,0.5,D,Applicant,Withdrawn,,03/06/2013,,,MAJ,08/05/2013,,,,,Withdrawn,Applicant,Other,Materials Recovery/Recycling (other than,Farnborough South,,,Southern Planning Practice
15469,APP/13/00364,FUL,,CC,Sir George Staunton Country Park South of Middle Park Rd Havant Hampshire PO9 5ET,Provision of lambing shed at Staunton Country Park as a visitor attraction,03/04/2013,03/04/2013,29/05/2013,17/05/2013,472237,108630,150,0.015,D,Delegated by officer,Granted,,17/05/2013,,,MIN,14/06/2013,,,,,Granted,Delegated by officer,,,Bedhampton and Leigh Park,,,Property Services
15471,13/00120/CC3,FUL,,CC,Fort Hill School Kenilworth Road Basingstoke Hampshire RG23 8JQ,Renewal of fencing to portion of northern boundary with higher metal fencing and provision of metal fencing to section of southern boundary.,03/04/2013,03/04/2013,29/05/2013,31/07/2013,461296,153005,420,0.042,D,Delegated by officer,Granted,,01/08/2013,,,,21/05/2013,,,,,Granted,Delegated by officer,,,Basingstoke North West,,,Property Services
15473,13/00793/HCS,FUL,,CMW,Barfield Close Bar End Industrial Estate Winchester,The construction and operation of a waste transfer station to handle construction and demolition/skip waste (10000tpa) and continued use of the site for recycling metal paper cardboard and plastic (15000tpa),27/03/2013,05/04/2013,31/05/2013,17/07/2013,448639,128746,2897,0.2897,D,Applicant,Withdrawn,,10/06/2014,RCD,,min,24/04/2013,,,,,Withdrawn,Applicant,Other,Recycling Plans for Secondary Aggregates,Winchester Eastgate,,,SLR Consulting Ltd
15475,13/00858/HCC3S,FUL,,CC,Rownhams St Johns C of E Primary School Bakers Drove Rownhams Southampton SO16 8AD,Demolition of Temporary Building and Proposed Permanent Classroom Extension,04/04/2013,10/04/2013,05/06/2013,09/08/2013,438344,116519,410,0.041,D,Delegated by officer,Granted,,13/08/2013,,,MIN,20/05/2013,,,,,Granted,Delegated by officer,Extension to area of existing site,Other County Matter,Romsey Extra,,,Property Services
15476,13/00790/HCS,FUL,,CC,Weeke Cp School Stoney Lane Winchester Hampshire SO22 6DR,Four classroom extension landscaping and formalisation of car parking to  replace existing temporary teaching accommodation,05/04/2013,05/04/2013,31/05/2013,31/05/2013,446762,130763,1.2,1.2,D,Delegated by officer,Granted,,31/05/2013,,,,02/10/2013,,,,,Granted,Delegated by officer,,,Winchester Westgate,,,Property Services
15478,13/00774/HCS,FUL,,CC,St Peters School Olivers Battery Road North Winchester Hampshire SO22 4JB,2 classroom extension kitchen enlargement associated car parking play and landscape alterations,05/04/2013,05/04/2013,31/05/2013,06/06/2013,445817,128368,2,2,C,Delegated by officer,Granted,,07/06/2013,,,,30/07/2013,,,,,Granted,Delegated by officer,,,Winchester Westgate,,,Property Services
15479,13/00169/HCC3,FUL,,CC,Rowner County Infant School Copse Lane Gosport Hampshire PO13 0DH,Retrospective application for continued siting of a double temporary modular building on site for a further four years.,08/04/2013,08/04/2013,03/06/2013,31/05/2013,458717,102209,138,0.0138,D,Delegated by officer,Granted,,31/05/2013,,,MIN,15/05/2013,,,,,Granted,Delegated by officer,Other,Other County Matter,Bridgemary,,,Property Services
15480,13/00822/HCCRG3,FUL,,CC,Tavistock County Infant School Broadacres Fleet Hampshire GU51 4EB,New 30 place pre-school building to replace existing,09/04/2013,09/04/2013,04/06/2013,04/06/2013,479853,153638,0.08,0.08,D,Delegated by officer,Granted,,04/06/2013,,,MIN,01/05/2013,,,,,Granted,Delegated by officer,,,Fleet,,,Property Services
15481,P/13/0374/CC,FUL,,CC,Heathfield School Oldbury Way Fareham Hampshire PO14 3BN,Works Provide Freestanding Timber frame Canopy to Outside Play Space,09/04/2013,22/04/2013,17/06/2013,20/06/2013,455348,105882,164,0.0164,D,Delegated by officer,Granted,,24/06/2013,,,,21/05/2013,,,,,Granted,Delegated by officer,,,Fareham Titchfield,,,Property Services
15485,13/00167/CMA,VAR,,CMW,Skyers Wood Chalk Pit Lloyds Lane Ewhurst Ramsdell Tadley,Variation of condition 10 of planning permission BDB/70669 (to retain 5 passing bays),05/04/2013,05/04/2013,31/05/2013,12/06/2013,457979,156436,21073,2.1073,D,Delegated by officer,Granted,,13/06/2013,RCD,,MAJ,14/06/2013,,,,,Granted,Delegated by officer,Variation of condition(s),Landfill,Tadley and Baughurst,,,Mr C Stone
15488,P/13/0372/CC,FUL,,CC,St. Johns the Baptist Primary School Abshot Road Fareham Hampshire PO14 4NH,The intention is to replace the fence with 1.5m high red bow top railings to the playground and 1.2m high railings at the gates,16/04/2013,19/04/2013,14/06/2013,11/06/2013,452294,106808,2.15,0.0002,D,Delegated by officer,Granted,,12/06/2013,,,MIN,21/05/2013,,,,,Granted,Delegated by officer,,,Fareham Titchfield,,,Property Services
15490,P/13/0371/CC,FUL,,CC,St John The Baptist Church Of England Primary School Abshot Road Titchfield Common Fareham Hampshire PO14 4NH,Supply deliver and erect one temporary modular pre-school nursery to provide general teaching and play space for the education of nursery and pre-school school children,17/04/2013,17/04/2013,12/06/2013,02/07/2013,452231,106766,158,0.0158,D,Delegated by officer,Granted,,03/07/2013,,,,09/07/2013,,,,,Granted,Delegated by officer,,,Fareham Titchfield,,,Property Services
15499,13/00948/HCCRG3,FUL,,CC,Oakwood School Church Lane Hartley Wintney Hook RG27 8DY,Provision of a double classroom temporary modular building to provide accommodation for increased pupil numbers,22/04/2013,29/04/2013,24/06/2013,,476770,156350,159,0.0159,,Applicant,Withdrawn,,18/06/2013,,,,30/05/2013,,,,,Withdrawn,Applicant,,,Hartley Wintney Eversley and Yateley West,,,Property Services
15503,13/00189/FULL,FUL,,CC,Woodcot Primary School Tukes Avenue Gosport Hampshire PO13 0SG,Extension of existing canopy in front of infants classrooms to extend the use of existing outdoor spaces,23/04/2013,30/04/2013,25/06/2013,21/06/2013,457745,103750,79,0.0079,D,Delegated by officer,Granted,,24/06/2013,,,,30/05/2013,,,,,Granted,Delegated by officer,,,Bridgemary,,,Property Services
15507,13/00906/CMA,VAR,,CMW,New Farm Froyle Lane South Warnborough Hook RG29 1SH,Variation of condition 12 of planning permission 12/01087/CM (to allow supply to other destinations),24/04/2013,24/04/2013,19/06/2013,12/06/2013,472498,145517,20696,2.0696,D,Delegated by officer,Granted,,13/06/2013,RCD,,MAJ,27/05/2013,,,,,Granted,Delegated by officer,Variation of condition(s),Other Waste,Odiham,,,Mr R Porter
15510,13/00946/HCCRG3,FUL,,CC,All Saints C of E Junior School Leawood Road Fleet Hampshire GU51 5AJ,Provision of two classroom modular temporary building to provide accommodation for increased pupil numbers,29/04/2013,29/04/2013,24/06/2013,21/06/2013,479912,153498,154,0.0154,D,Delegated by officer,Granted,,24/06/2013,,,,29/05/2013,,,,,Granted,Delegated by officer,,,Fleet,,,Property Services
15514,13/00955/HCC3N,FUL,,CC,Kimpton Primary School Kimpton Andover SP11 8NT,Demolition of existing swimming pool and associated structures with the reinstatement of the area to a new synthetic turf and fencing enclosure,29/04/2013,01/05/2013,26/06/2013,19/06/2013,428688,146225,158,0.0158,D,Delegated by officer,Granted,,19/06/2013,,,MIN,30/05/2013,,,,,Granted,Delegated by officer,,Other County Matter,Andover West,,,Property Services
15516,13/01008/HCCRG3,FUL,,CC,Heatherside Junior School Reading Road South Fleet Hampshire GU52 7TH,Proposed re-cladding and overcladding of the main Junior School building and the 4 classroom two storey block to the rear (both Scola 2 properties). Re-cladding to include brickwork and render finishes and all new powder coated aluminium windows and doors.,03/05/2013,08/05/2013,03/07/2013,09/08/2013,481092,153492,21517,2.1517,D,Delegated by officer,Granted,,13/08/2013,,,,24/10/2013,,,,,Granted,Delegated by officer,,,Church Crookham and Ewshot,,,Ridge and Partners LLP
15517,S/13/72563,FUL,,CC,Crescent Primary School Toynbee Road Eastleigh Hampshire SO50 9DH,Extension to Crescent Primary School from a two form entry school to a three form entry school removal of three classroom modular building new sports hall associated kitchen and admin areas,03/05/2013,09/05/2013,04/07/2013,12/11/2013,445153,119284,1.55,1.55,D,Delegated by officer,Granted,,14/11/2013,,,,12/11/2014,,,,,Granted,Delegated by officer,,,Eastleigh West,,,Property Services
15519,13/00483/CC3,FUL,,CC,Richard Aldworth Community School Western Way Basingstoke Hampshire RG22 6HA,The proposal is to modify the existing car park layout to incorporate a one way system and to provide an additional 16 parking spaces,08/05/2013,08/05/2013,03/07/2013,19/06/2013,461857,150856,58393,5.8393,D,Delegated by officer,Granted,,19/06/2013,,,MIN,11/06/2013,,,,,Granted,Delegated by officer,,,Basingstoke Central,,,Property Services
15523,13/00352/HCC,FUL,,CC,Grange Community Junior School Wren Way Farnborough Hampshire GU14 8TA,Two corridor extensions reception extension and associated refurbishment along with the conversion of the dental unit to teaching spaces,08/05/2013,08/05/2013,03/07/2013,05/07/2013,486047,157441,267,0.0267,D,Delegated by officer,Granted,,05/07/2013,,,,13/06/2013,,,,,Granted,Delegated by officer,,,Farnborough North,,,Property Services
15525,13/01127/HCCRG3,FUL,,CC,Tavistock County Infant School Broadacres Fleet Hampshire GU51 4EB,3 Classroom and Learning Resource Area extension and removal of 3 modular classrooms,10/05/2013,22/05/2013,17/07/2013,20/08/2013,479826,153625,1.16,1.16,D,Delegated by officer,Granted,,21/08/2013,,,,11/12/2013,,,,,Granted,Delegated by officer,,,Fleet,,,HCC Property Services
15526,13/00606/CMA,VAR,,CMW,Apsley Farm Landfill Hurstbourne Priors SP11 6NA,Variation of Condition 8 of Planning Permission BDB/76436 to temporarily permit an increase in vehicle movements,16/05/2013,17/05/2013,12/07/2013,17/07/2013,442367,147137,243283,24.3283,C,Committee,Granted,,22/07/2013,,,MAJ,19/06/2013,,,,,Granted,Committee,Variation of condition(s),Landfill,Whitchurch and Clere,,,SITA UK
15528,S/13/72589,FUL,,CC,Nightingale Primary School  Blackbird Road Eastleigh Hampshire SO50 9JW,2 classroom extension and proposed new school entrance and offices with associated car parking play and landscape alterations,16/05/2013,22/05/2013,17/07/2013,11/07/2013,443696,118368,23750,2.375,D,Delegated by officer,Granted,,12/07/2013,,,,17/02/2014,,,,,Granted,Delegated by officer,,,Eastleigh West,,,Property Services
15529,13/00386/HCC,FUL,,CC,Newport County Junior & Infant School Newport Road Aldershot Hampshire GU12 4PW,Single storey 3 classroom extension and internal alterations. Associated landscaping and external works around extension,17/05/2013,17/05/2013,12/07/2013,09/07/2013,487602,150205,230,0.023,D,Delegated by officer,Granted,,10/07/2013,,,,02/07/2014,,,,,Granted,Delegated by officer,,,Aldershot East,,,Property Services
15532,APP/13/00530,VAR,,CC,Broadmarsh Salt Barn Harts Farm Way Havant Hampshire PO9 1HS,Variation of condition 2 of planning permission APP/11/01469 (to allow work to start at 0730),21/05/2013,21/05/2013,16/07/2013,12/07/2013,470528,105788,6339,0.6339,D,Delegated by officer,Granted,,12/07/2013,,,,21/06/2013,,,,,Granted,Delegated by officer,,,Emsworth and St Faiths,,,Waste and Resource Management
15533,APP/13/00498,VAR,,CMW,Havant Household Waste Recycling Centre Harts Farm Way Havant Hampshire PO9 1HS,Variation of condition 2 of Planning permission APP/11/01470 (to allow work to start at 0730),21/05/2013,21/05/2013,16/07/2013,12/07/2013,470518,105863,13364,1.3364,D,Delegated by officer,Granted,,12/07/2013,,,MAJ,03/07/2013,,,,,Granted,Delegated by officer,Variation of condition(s),Civic Amenity,Emsworth and St Faiths,,,Waste and Resource Management
15535,13/01142/CMA,FUL,,CMW,Calf Lane Quarry Rye Common Odiham Hook RG29 1HU,Modification of picking station and store (retrospective),22/05/2013,22/05/2013,17/07/2013,01/11/2013,477340,149902,110,0.011,D,Delegated by officer,Granted,,01/11/2013,RCD,,min,21/06/2013,,,,,Granted,Delegated by officer,Other,Materials Recovery/Recycling (other than,Odiham,,,Steven Bowley Planning Consultancy
15536,13/00215/HCC3,FUL,,CC,Lee-on-the-Solent Junior School Salisbury Terrace Lee-on-the-Solent Hampshire PO13 9DL,Erection of a single storey flat roof extension to house male & female toilets accessible toilet and two small group rooms,22/05/2013,22/05/2013,17/07/2013,17/07/2013,456780,100094,84,0.0084,D,Delegated by officer,Granted,,17/07/2013,,,,21/06/2013,,,,,Granted,Delegated by officer,,,Lee,,,PBRS Hampshire County Council
15548,13/00233/HCC3,FUL,,CC,Leesland C of E Junior School Gordon Road Gosport Hampshire PO12 3QF,The proposal is to install new green bow topped fencing to the entrance of the school,29/05/2013,05/06/2013,31/07/2013,,460443,99804,2,0.0002,,Applicant,Withdrawn,,31/07/2013,,,,05/07/2013,,,,,Withdrawn,Applicant,,,Leesland and Town,,,Property Services
15549,13/00762/CC3,FUL,,CC,Burnham Copse Primary School Newchurch Road Tadley Hampshire RG26 4HN,Supply deliver and erect one temporary modular pre-school nursery with an additional school room  this is to relocate the pre-school nursery which is currently located within the school building to the new modular building and free up space within the school to accommodate an additional 15 children for September 2013,24/05/2013,31/05/2013,26/07/2013,17/07/2013,459033,162234,183,0.0183,,Committee,Granted,,02/08/2013,,,,08/07/2013,,,,,Granted,Committee,,,Tadley and Baughurst,,,Property Services
15552,S/13/72721,FUL,,CC,Wellstead Primary School 40 Wellstead Way Hedge End Southampton SO30 2LE,Supply deliver and erect one single modular temporary classroom to provide an extra general teaching space for the education of primary school children,03/06/2013,03/06/2013,29/07/2013,29/07/2013,448933,114721,78,0.0078,D,Delegated by officer,Granted,,29/07/2013,,,,08/07/2013,,,,,Granted,Delegated by officer,,,West End and Hedge End Grange Park,,,Property Services
15556,13/00757/CC3,FUL,,CC,Bolton Crescent South Ham Basingstoke RG22 6AZ,Change of use of building from offices to non residential education with associated landscaping and turning space,05/06/2013,05/06/2013,31/07/2013,26/07/2013,462346,151481,1500,0.15,D,Delegated by officer,Granted,,29/07/2013,,,,05/07/2013,,,,,Granted,Delegated by officer,,,Basingstoke Central,,,Property Services
15559,13/00920/CC3,FUL,,CC,Maple Ridge School Maple Crescent Basingstoke Hampshire RG21 5SX,Resurface car park to incorporate pupil collection/drop off point,07/06/2013,19/06/2013,14/08/2013,09/08/2013,463508,153194,1.53,1.53,D,Delegated by officer,Granted,,12/08/2013,,,,19/09/2013,,,,,Granted,Delegated by officer,,,Basingstoke North,,,Property Services
15560,13/01295/CMA,FUL,,CMM,Eversley Quarry Fox Lane Eversley Hampshire GU46 7RU,Variation of condition 2 of planning permission 09/01592/CMA (to permit the importation of sand for use in the manufacture of BS3882 topsoils during a temporary halt in mineral extraction),07/06/2013,11/06/2013,06/08/2013,06/09/2013,480368,161972,3517,0.3517,D,Delegated by officer,Granted,,06/09/2013,,,MAJ,16/07/2014,,,,,Granted,Delegated by officer,Variation of condition(s),Other County Matter,Hartley Wintney Eversley and Yateley West,,,PT-CE Ltd
15561,13/00816/CC3,FUL,,CC,"Marnel Community Infant School Shetland Road Basingstoke Hampshire
RG24 9PT",Construction of 2 new canopies,10/06/2013,10/06/2013,05/08/2013,19/07/2013,464421,154336,0.59,0.59,D,Delegated by officer,Granted,,22/07/2013,,,MIN,10/07/2013,,,,,Granted,Delegated by officer,,,Basingstoke North,,,Property Services
15566,13/10749,FUL,,CC,Hounsdown School Jacobs Gutter Lane Totton Southampton SO40 9FT,Provision of double classroom temporary modular building at Hounsdown School for four years (to 31/8/2017),13/06/2013,13/06/2013,08/08/2013,06/08/2013,435723,111797,154,0.0154,D,Delegated by officer,Granted,,06/08/2013,,,,18/07/2013,,,,,Granted,Delegated by officer,,,Totton South and Marchwood,,,Property Services
15567,S/13/72750,FUL,,CC,St. Swithun Wells RC Primary School Hillcrest Avenue Chandlers Ford Eastleigh SO53 2JP,Supply deliver and erect one double modular temporary classroom to provide two extra general teaching spaces for the education of primary school children,13/06/2013,13/06/2013,08/08/2013,07/08/2013,443971,120446,154,0.0154,D,Delegated by officer,Granted,,07/08/2013,,,MIN,18/07/2013,,,,,Granted,Delegated by officer,,,Chandlers Ford,,,Property Services
15568,22267/016,FUL,,CMW,Hartley Park Farm Selborne Road Alton Hampshire GU34 3HP,Construction of up to 1.2MWh Anaerobic Digestion Plant for the treatment of food waste agricultural waste and rotational crops including construction of access road associated buildings and plant and landscaping,14/06/2013,20/06/2013,15/08/2013,23/10/2013,473235,135807,3.2,3.2,C,Committee,Granted,,25/10/2013,,,MAJ,19/09/2013,,,,,Granted,Committee,Other,Anaerobic Digestion,Alton Rural,,,Advoco Planning Limited
15569,APP/13/00599,FUL,,CC,Riders Infant School Kingsclere Avenue Havant Hampshire PO9 4RY,To supply deliver and erect a temporary Pre-School Nursery Modular Building,17/06/2013,17/06/2013,12/08/2013,06/08/2013,471051,108306,259,0.0259,D,Delegated by officer,Granted,,06/08/2013,,,MIN,29/07/2013,,,,,Granted,Delegated by officer,,,Bedhampton and Leigh Park,,,Property Business
15574,13/00187/HCCRG3,FUL,,CC,Oakwood School Church Lane Hartley Wintney Hook RG27 8DY,Provision of Double Classroom Temporary Modular Building for  four years (up to 31/08/2017),19/06/2013,19/06/2013,14/08/2013,08/08/2013,476749,156368,159,0.0159,D,Delegated by officer,Granted,,12/08/2013,,,,26/07/2013,,,,,Granted,Delegated by officer,,,Hartley Wintney Eversley and Yateley West,,,Property Services
15575,30653/008,FUL,,CC,Hampshire County Council Hampshire County Library Vicarage Hill Alton Hampshire GU34 1HT,Installation of solar photovoltaic panels on the roof of Alton Library,18/06/2013,18/06/2013,13/08/2013,09/08/2013,471705,139461,51,0.0051,D,Delegated by officer,Granted,,09/08/2013,,,,26/07/2013,,,,,Granted,Delegated by officer,,,Alton Town,,,Property Services
15583,S/13/72879,FUL,,CC,Hiltingbury County Junior School Hiltingbury Road Chandler's Ford Eastleigh SO53 5NP,Continued siting of a double temporary modular building for a further four years at Hiltingbury County Junior School (up to 31/8/2017),27/06/2013,27/06/2013,22/08/2013,21/08/2013,443261,122099,125,0.0125,D,Delegated by officer,Granted,,21/08/2013,,,,31/07/2013,,,,,Granted,Delegated by officer,,,Chandlers Ford,,,Property Services
